,ttime,pm1,pm2,pm3,am,sm,st,lum,temp,humd,pres
16083,2022-12-23 22:48:38,1.67,1.11,34.64,0.0,442.0,26.24,1.0,17.18,62.19,93344.0
35893,2022-12-23 23:04:01,0.55,1.11,34.64,0.0,386.0,26.24,2.0,17.31,61.05,93325.74
16084,2022-12-23 23:10:40,0.55,1.67,35.2,0.0,441.0,26.22,1.0,17.31,61.05,93325.74
35894,2022-12-23 23:26:00,1.11,1.11,34.64,0.0,386.0,26.22,3.0,16.95,63.02,93322.37
16085,2022-12-23 23:32:38,1.11,1.67,35.2,0.0,441.0,26.18,1.0,16.95,63.02,93322.37
35895,2022-12-23 23:48:02,1.67,1.11,34.64,0.0,386.0,26.18,3.0,16.95,62.01,93304.77
16086,2022-12-23 23:54:38,1.67,1.67,35.2,0.0,441.0,26.15,1.0,16.95,62.01,93304.77
35896,2022-12-24 00:10:01,0.55,1.67,35.2,0.0,386.0,26.15,3.0,16.14,65.3,93309.14
16087,2022-12-24 00:16:38,0.55,1.67,35.2,0.0,441.0,26.11,1.0,16.14,65.3,93309.14
35897,2022-12-24 00:32:01,1.11,1.67,35.2,0.0,385.0,26.11,2.0,14.77,74.13,93300.55
16088,2022-12-24 00:38:39,1.11,1.67,35.2,0.0,442.0,26.07,1.0,14.77,74.13,93300.55
35898,2022-12-24 00:54:01,1.67,1.67,35.2,0.0,385.0,26.07,2.0,13.77,82.3,93293.09
16089,2022-12-24 01:00:37,0.55,1.11,34.64,0.0,441.0,26.02,1.0,13.77,82.3,93293.09
35899,2022-12-24 01:16:04,0.55,1.67,35.2,0.0,385.0,26.02,2.0,13.25,86.18,93282.06
16090,2022-12-24 01:22:36,1.11,1.11,34.64,0.0,441.0,25.98,1.0,13.25,86.18,93282.06
35900,2022-12-24 01:38:02,1.11,1.67,35.2,0.0,385.0,25.98,2.0,12.89,88.29,93269.34
16091,2022-12-24 01:44:38,1.67,1.11,34.64,0.0,441.0,25.92,1.0,12.89,88.29,93269.34
35901,2022-12-24 02:00:01,0.55,1.11,34.64,0.0,385.0,25.92,2.0,12.4,92.82,93261.17
16092,2022-12-24 02:06:39,0.55,1.67,35.2,0.0,441.0,25.87,1.0,12.4,92.82,93261.17
35902,2022-12-24 02:22:01,1.11,1.11,34.64,0.0,385.0,25.87,2.0,12.22,92.72,93238.16
16093,2022-12-24 02:28:38,1.11,1.67,35.2,0.0,441.0,25.82,1.0,12.22,92.72,93238.16
35903,2022-12-24 02:44:01,1.67,1.11,34.64,0.0,384.0,25.82,2.0,12.06,93.73,93223.05
16094,2022-12-24 02:50:39,1.67,1.67,35.2,0.0,440.0,25.77,1.0,12.06,93.73,93223.05
35904,2022-12-24 03:06:02,0.55,1.67,35.2,0.0,384.0,25.77,2.0,11.77,96.13,93225.49
16095,2022-12-24 03:12:39,0.55,1.67,35.2,0.0,440.0,25.72,1.0,11.77,96.13,93225.49
35905,2022-12-24 03:28:02,1.11,1.67,35.2,0.0,384.0,25.72,2.0,11.75,96.42,93235.8
16096,2022-12-24 03:34:39,1.11,1.67,35.2,0.0,441.0,25.67,1.0,11.75,96.42,93235.8
35906,2022-12-24 03:50:02,1.67,1.67,35.2,0.0,384.0,25.67,2.0,11.61,97.96,93240.34
16097,2022-12-24 03:56:39,1.67,1.67,35.2,0.0,440.0,25.61,1.0,11.61,97.96,93240.34
35907,2022-12-24 04:12:02,0.55,1.67,35.2,0.0,383.0,25.61,2.0,11.56,99.0,93240.3
16098,2022-12-24 04:18:39,0.55,1.67,35.2,0.0,440.0,25.55,1.0,11.56,99.0,93240.3
35908,2022-12-24 04:34:02,1.11,1.67,35.2,0.0,383.0,25.55,2.0,11.47,98.33,93240.46
16099,2022-12-24 04:40:39,1.11,1.67,35.2,0.0,440.0,25.49,1.0,11.47,98.33,93240.46
35909,2022-12-24 04:56:02,1.67,1.67,35.2,0.0,383.0,25.49,2.0,11.5,98.44,93241.47
16100,2022-12-24 05:02:40,0.55,1.11,34.64,0.0,439.0,25.43,1.0,11.5,98.44,93241.47
35910,2022-12-24 05:18:02,0.55,1.67,35.2,0.0,383.0,25.43,2.0,11.34,100.0,93259.0
16101,2022-12-24 05:24:41,1.11,1.11,34.64,0.0,439.0,25.37,1.0,11.34,100.0,93259.0
35911,2022-12-24 05:40:03,1.11,1.67,35.2,0.0,383.0,25.37,0.0,11.18,100.0,93268.42
16102,2022-12-24 05:46:40,1.67,1.11,34.64,0.0,440.0,25.31,1.0,11.18,100.0,93268.42
35912,2022-12-24 06:02:03,0.55,1.11,34.64,0.0,383.0,25.31,0.0,11.0,100.0,93297.22
16103,2022-12-24 06:08:40,0.55,1.67,35.2,0.0,439.0,25.25,1.0,11.0,100.0,93297.22
35913,2022-12-24 06:24:03,1.11,1.11,34.64,0.0,383.0,25.25,1.0,10.92,100.0,93306.94
16104,2022-12-24 06:30:41,1.11,1.67,35.2,0.0,439.0,25.19,9.0,10.92,100.0,93306.94
35914,2022-12-24 06:46:03,1.67,1.11,34.64,0.0,382.0,25.19,120.0,10.73,100.0,93330.76
16105,2022-12-24 06:52:37,1.67,1.67,35.2,0.0,439.0,25.13,489.0,10.73,100.0,93330.76
35915,2022-12-24 07:08:03,0.55,1.67,35.2,0.0,382.0,25.13,1106.0,10.81,100.0,93358.61
16106,2022-12-24 07:14:38,0.55,1.67,35.2,0.0,439.0,25.07,3003.0,10.81,100.0,93358.61
35916,2022-12-24 07:30:04,1.11,1.67,35.2,0.0,381.0,25.07,2141.0,11.52,100.0,93411.69
16107,2022-12-24 07:36:36,1.11,1.67,35.2,0.0,439.0,25.02,6133.0,11.52,100.0,93411.69
35917,2022-12-24 07:52:02,1.67,1.67,35.2,0.0,381.0,25.02,2929.0,13.17,97.23,93443.03
16108,2022-12-24 07:58:39,1.67,1.67,35.2,0.0,439.0,24.96,8756.0,13.17,97.23,93443.03
35918,2022-12-24 08:14:01,0.55,1.67,35.2,1.6,381.0,24.96,3594.0,16.2,75.8,93481.54
16109,2022-12-24 08:20:38,0.55,1.67,35.2,0.0,440.0,24.92,3283.0,16.2,75.8,93481.54
35919,2022-12-24 08:36:02,1.11,1.67,35.2,0.0,381.0,24.92,4237.0,21.4,58.05,93498.52
16110,2022-12-24 08:42:39,1.11,1.67,35.2,0.0,440.0,24.86,17969.0,21.4,58.05,93498.52
35920,2022-12-24 08:58:02,1.67,1.67,35.2,4.0,382.0,24.86,4788.0,22.43,50.64,93524.9
16111,2022-12-24 09:04:39,0.55,1.11,34.64,3.2,441.0,24.81,384.0,22.43,50.64,93524.9
35921,2022-12-24 09:20:02,0.55,1.67,35.2,1.6,382.0,24.81,5489.0,24.22,46.25,93543.49
16112,2022-12-24 09:26:39,1.11,1.11,34.64,1.6,442.0,24.77,384.0,24.22,46.25,93543.49
35922,2022-12-24 09:42:02,1.11,1.67,35.2,0.8,383.0,24.77,5530.0,26.38,42.68,93548.65
16113,2022-12-24 09:48:38,1.67,1.11,34.64,3.2,443.0,24.73,384.0,26.38,42.68,93548.65
35923,2022-12-24 10:04:02,0.55,1.11,34.64,1.6,383.0,24.73,7258.0,25.84,42.67,93548.89
16114,2022-12-24 10:10:39,0.55,1.67,35.2,1.6,443.0,24.68,384.0,25.84,42.67,93548.89
35924,2022-12-24 10:26:03,1.11,1.11,34.64,2.4,383.0,24.68,7981.0,27.51,38.15,93537.37
16115,2022-12-24 10:32:44,1.11,1.67,35.2,3.2,444.0,24.63,384.0,27.51,38.15,93537.37
35925,2022-12-24 10:48:02,1.67,1.11,34.64,3.2,383.0,24.63,7520.0,28.17,36.15,93520.82
16116,2022-12-24 10:54:40,1.67,1.67,35.2,2.4,444.0,24.6,384.0,28.17,36.15,93520.82
35926,2022-12-24 11:10:03,0.55,1.67,35.2,0.8,384.0,24.6,4786.0,28.84,35.35,93501.28
35927,2022-12-24 11:32:03,1.11,1.67,35.2,4.8,384.0,24.6,4723.0,28.13,33.85,93482.37
35928,2022-12-24 11:54:05,1.67,1.67,35.2,1.6,384.0,24.6,5775.0,28.45,34.01,93433.86
35929,2022-12-24 12:16:03,0.55,1.67,35.2,4.0,384.0,24.6,7495.0,29.38,31.78,93390.37
35930,2022-12-24 12:38:03,1.11,1.67,35.2,3.2,384.0,24.6,9861.0,29.45,29.47,93358.26
35931,2022-12-24 13:00:05,0.55,1.11,34.64,3.2,384.0,24.6,5096.0,30.4,26.54,93317.0
16117,2022-12-24 13:06:42,0.55,1.67,35.2,1.6,447.0,24.62,6593.0,30.4,26.54,93317.0
35932,2022-12-24 13:22:04,1.11,1.11,34.64,2.4,384.0,24.62,1997.0,30.47,26.85,93290.22
16118,2022-12-24 13:28:55,1.11,1.67,35.2,5.6,447.0,24.67,7080.0,30.47,26.85,93290.22
35933,2022-12-24 13:44:03,1.67,1.11,34.64,3.2,384.0,24.67,561.0,30.7,25.37,93237.31
35934,2022-12-24 14:06:03,0.55,1.67,35.2,2.4,383.0,24.67,423.0,30.39,27.88,93206.14
16119,2022-12-24 14:12:42,0.55,1.67,35.2,0.8,448.0,24.81,6523.0,30.39,27.88,93206.14
35935,2022-12-24 14:28:04,1.11,1.67,35.2,3.2,383.0,24.81,384.0,30.7,26.92,93158.5
16120,2022-12-24 14:34:40,1.11,1.67,35.2,8.8,448.0,24.9,6136.0,30.7,26.92,93158.5
35936,2022-12-24 14:50:04,1.67,1.67,35.2,1.6,384.0,24.9,384.0,31.5,25.45,93135.8
16121,2022-12-24 14:56:40,1.67,1.67,35.2,4.8,448.0,25.0,5780.0,31.5,25.45,93135.8
35937,2022-12-24 15:12:03,0.55,1.67,35.2,7.2,384.0,25.0,384.0,31.38,23.25,93113.61
16122,2022-12-24 15:18:41,0.55,1.67,35.2,2.4,448.0,25.12,5455.0,31.38,23.25,93113.61
35938,2022-12-24 15:34:04,1.11,1.67,35.2,1.6,384.0,25.12,384.0,30.85,23.26,93100.09
16123,2022-12-24 15:40:45,1.11,1.67,35.2,1.6,448.0,25.23,5307.0,30.85,23.26,93100.09
35939,2022-12-24 15:56:04,1.67,1.67,35.2,3.2,384.0,25.23,8376.0,28.39,26.82,93093.24
16124,2022-12-24 16:02:40,0.55,1.11,34.64,2.4,448.0,25.34,4994.0,28.39,26.82,93093.24
35940,2022-12-24 16:18:05,0.55,1.67,35.2,4.0,382.0,25.34,7115.0,27.78,26.67,93096.11
16125,2022-12-24 16:24:41,1.11,1.11,34.64,4.8,447.0,25.46,4795.0,27.78,26.67,93096.11
35941,2022-12-24 16:40:04,1.11,1.67,35.2,0.0,382.0,25.46,6176.0,26.88,29.34,93090.51
16126,2022-12-24 16:46:41,1.67,1.11,34.64,1.6,447.0,25.57,4361.0,26.88,29.34,93090.51
35942,2022-12-24 17:02:04,0.55,1.11,34.64,2.4,382.0,25.57,5016.0,25.95,30.4,93125.09
16127,2022-12-24 17:08:41,0.55,1.67,35.2,0.0,445.0,25.67,3367.0,25.95,30.4,93125.09
35943,2022-12-24 17:24:04,1.11,1.11,34.64,0.0,382.0,25.67,3650.0,24.64,35.53,93113.55
16128,2022-12-24 17:30:41,1.11,1.67,35.2,0.0,444.0,25.78,2343.0,24.64,35.53,93113.55
35944,2022-12-24 17:46:07,1.67,1.11,34.64,0.0,382.0,25.78,1424.0,21.9,44.81,93138.34
16129,2022-12-24 17:52:43,1.67,1.67,35.2,0.0,443.0,25.87,923.0,21.9,44.81,93138.34
35945,2022-12-24 18:08:05,0.55,1.67,35.2,0.0,382.0,25.87,171.0,19.64,50.77,93148.37
16130,2022-12-24 18:14:42,0.55,1.67,35.2,0.0,441.0,25.96,41.0,19.64,50.77,93148.37
35946,2022-12-24 18:30:05,1.11,1.67,35.2,0.0,381.0,25.96,4.0,18.37,56.19,93164.81
16131,2022-12-24 18:36:40,1.11,1.67,35.2,0.8,441.0,26.04,1.0,18.37,56.19,93164.81
35947,2022-12-24 18:52:07,1.67,1.67,35.2,0.0,381.0,26.04,3.0,17.88,56.84,93181.53
16132,2022-12-24 18:58:41,1.67,1.67,35.2,0.0,441.0,26.11,1.0,17.88,56.84,93181.53
35948,2022-12-24 19:14:05,0.55,1.67,35.2,0.0,382.0,26.11,3.0,17.05,59.62,93214.89
16133,2022-12-24 19:20:41,0.55,1.67,35.2,0.0,440.0,26.16,1.0,17.05,59.62,93214.89
35949,2022-12-24 19:36:04,1.11,1.67,35.2,0.0,382.0,26.16,2.0,16.56,61.73,93254.53
16134,2022-12-24 19:42:41,1.11,1.67,35.2,0.0,439.0,26.2,1.0,16.56,61.73,93254.53
35950,2022-12-24 19:58:04,1.67,1.67,35.2,0.0,382.0,26.2,2.0,17.14,58.35,93270.07
16135,2022-12-24 20:04:41,0.55,1.11,34.64,0.0,439.0,26.24,1.0,17.14,58.35,93270.07
35951,2022-12-24 20:20:05,0.55,1.67,35.2,0.0,382.0,26.24,2.0,16.77,57.31,93298.26
16136,2022-12-24 20:26:41,1.11,1.11,34.64,0.0,439.0,26.25,1.0,16.77,57.31,93298.26
35952,2022-12-24 20:42:05,1.11,1.67,35.2,0.0,382.0,26.25,1.0,16.85,55.22,93334.89
16137,2022-12-24 20:48:37,1.67,1.11,34.64,0.0,439.0,26.27,1.0,16.85,55.22,93334.89
35953,2022-12-24 21:04:05,0.55,1.11,34.64,0.0,382.0,26.27,2.0,16.62,54.39,93369.53
16138,2022-12-24 21:10:42,0.55,1.67,35.2,0.0,438.0,26.27,1.0,16.62,54.39,93369.53
35954,2022-12-24 21:26:05,1.11,1.11,34.64,0.0,382.0,26.27,2.0,16.78,52.26,93370.88
16139,2022-12-24 21:32:41,1.11,1.67,35.2,0.0,437.0,26.27,1.0,16.78,52.26,93370.88
35955,2022-12-24 21:48:05,1.67,1.11,34.64,0.0,383.0,26.27,3.0,16.85,50.88,93364.16
16140,2022-12-24 21:54:42,1.67,1.67,35.2,0.0,438.0,26.25,1.0,16.85,50.88,93364.16
35956,2022-12-24 22:10:06,0.55,1.67,35.2,0.0,382.0,26.25,2.0,16.89,51.09,93366.59
16141,2022-12-24 22:16:42,0.55,1.67,35.2,0.0,437.0,26.24,1.0,16.89,51.09,93366.59
35957,2022-12-24 22:32:05,1.11,1.67,35.2,0.0,382.0,26.24,3.0,16.46,52.95,93368.87
16142,2022-12-24 22:38:42,1.11,1.67,35.2,0.8,437.0,26.21,1.0,16.46,52.95,93368.87
35958,2022-12-24 22:54:06,1.67,1.67,35.2,0.0,382.0,26.21,2.0,16.26,53.47,93358.87
16143,2022-12-24 23:00:44,0.55,1.11,34.64,0.0,437.0,26.17,1.0,16.26,53.47,93358.87
35959,2022-12-24 23:16:06,0.55,1.67,35.2,0.0,382.0,26.17,2.0,15.93,57.56,93352.36
16144,2022-12-24 23:22:42,1.11,1.11,34.64,0.0,437.0,26.14,1.0,15.93,57.56,93352.36
35960,2022-12-24 23:38:08,1.11,1.67,35.2,0.0,382.0,26.14,2.0,15.3,61.34,93350.38
16145,2022-12-24 23:44:43,1.67,1.11,34.64,0.0,436.0,26.11,1.0,15.3,61.34,93350.38
35961,2022-12-25 00:00:06,0.55,1.11,34.64,0.0,382.0,26.11,2.0,14.68,64.35,93354.45
16146,2022-12-25 00:06:45,0.55,1.67,35.2,0.0,436.0,26.06,1.0,14.68,64.35,93354.45
35962,2022-12-25 00:22:07,1.11,1.11,34.64,0.0,382.0,26.06,2.0,14.14,68.3,93344.5
16147,2022-12-25 00:28:42,1.11,1.67,35.2,0.0,436.0,26.02,1.0,14.14,68.3,93344.5
35963,2022-12-25 00:44:09,1.67,1.11,34.64,0.0,382.0,26.02,2.0,14.32,66.71,93333.15
16148,2022-12-25 00:50:41,1.67,1.67,35.2,0.0,436.0,25.97,1.0,14.32,66.71,93333.15
35964,2022-12-25 01:06:06,0.55,1.67,35.2,0.0,381.0,25.97,2.0,14.3,66.34,93313.15
16149,2022-12-25 01:12:39,0.55,1.67,35.2,0.0,436.0,25.92,1.0,14.3,66.34,93313.15
35965,2022-12-25 01:28:06,1.11,1.67,35.2,0.0,381.0,25.92,2.0,14.18,66.62,93310.42
16150,2022-12-25 01:34:43,1.11,1.67,35.2,0.0,436.0,25.87,1.0,14.18,66.62,93310.42
35966,2022-12-25 01:50:06,1.67,1.67,35.2,0.0,381.0,25.87,3.0,14.44,64.42,93306.97
16151,2022-12-25 01:56:43,1.67,1.67,35.2,0.0,436.0,25.82,1.0,14.44,64.42,93306.97
35967,2022-12-25 02:12:07,0.55,1.67,35.2,0.0,381.0,25.82,2.0,13.84,66.78,93281.75
16152,2022-12-25 02:18:43,0.55,1.67,35.2,0.0,436.0,25.76,1.0,13.84,66.78,93281.75
35968,2022-12-25 02:34:07,1.11,1.67,35.2,0.8,381.0,25.76,3.0,15.55,58.68,93278.51
16153,2022-12-25 02:40:43,1.11,1.67,35.2,2.4,436.0,25.71,1.0,15.55,58.68,93278.51
35969,2022-12-25 02:56:07,1.67,1.67,35.2,0.8,380.0,25.71,3.0,15.3,60.93,93250.19
16154,2022-12-25 03:02:44,0.55,1.11,34.64,1.6,435.0,25.66,1.0,15.3,60.93,93250.19
35970,2022-12-25 03:18:07,0.55,1.67,35.2,0.0,380.0,25.66,2.0,15.57,63.28,93248.81
16155,2022-12-25 03:24:43,1.11,1.11,34.64,0.0,436.0,25.6,1.0,15.57,63.28,93248.81
35971,2022-12-25 03:40:07,1.11,1.67,35.2,1.6,380.0,25.6,3.0,15.15,69.13,93236.38
16156,2022-12-25 03:46:43,1.67,1.11,34.64,1.6,436.0,25.54,1.0,15.15,69.13,93236.38
35972,2022-12-25 04:02:06,0.55,1.11,34.64,0.0,380.0,25.54,3.0,15.05,81.85,93245.34
16157,2022-12-25 04:08:44,0.55,1.67,35.2,0.0,437.0,25.48,1.0,15.05,81.85,93245.34
35973,2022-12-25 04:24:09,1.11,1.11,34.64,0.0,380.0,25.48,0.0,13.48,93.99,93256.51
16158,2022-12-25 04:30:44,1.11,1.67,35.2,0.0,437.0,25.42,1.0,13.48,93.99,93256.51
35974,2022-12-25 04:46:07,1.67,1.11,34.64,0.0,380.0,25.42,0.0,12.03,99.84,93270.01
16159,2022-12-25 04:52:46,1.67,1.67,35.2,0.0,437.0,25.36,1.0,12.03,99.84,93270.01
35975,2022-12-25 05:08:08,0.55,1.67,35.2,0.0,380.0,25.36,0.0,11.46,100.0,93266.77
16160,2022-12-25 05:14:44,0.55,1.67,35.2,0.0,437.0,25.3,1.0,11.46,100.0,93266.77
35976,2022-12-25 05:30:10,1.11,1.67,35.2,0.0,379.0,25.3,0.0,11.69,100.0,93269.94
16161,2022-12-25 05:36:42,1.11,1.67,35.2,0.0,437.0,25.24,1.0,11.69,100.0,93269.94
35977,2022-12-25 05:53:08,1.67,1.67,35.2,0.0,379.0,25.24,1.0,12.13,100.0,93282.17
16162,2022-12-25 05:58:45,1.67,1.67,35.2,0.0,436.0,25.18,1.0,12.13,100.0,93282.17
35978,2022-12-25 06:15:08,0.55,1.67,35.2,0.0,379.0,25.18,1.0,12.22,100.0,93314.69
16163,2022-12-25 06:20:45,0.55,1.67,35.2,0.0,436.0,25.12,1.0,12.22,100.0,93314.69
35979,2022-12-25 06:37:11,1.11,1.67,35.2,0.0,379.0,25.12,13.0,10.42,100.0,93342.84
16164,2022-12-25 06:42:43,1.11,1.67,35.2,0.0,436.0,25.05,102.0,10.42,100.0,93342.84
35980,2022-12-25 07:00:15,0.55,1.11,34.64,0.0,379.0,25.05,671.0,10.17,100.0,93365.45
16165,2022-12-25 07:04:43,0.55,1.11,34.64,0.0,436.0,24.99,1752.0,10.17,100.0,93365.45
35981,2022-12-25 07:23:17,1.11,1.11,34.64,0.0,378.0,24.99,1825.0,10.97,100.0,93413.63
16166,2022-12-25 07:26:43,1.11,1.11,34.64,0.0,436.0,24.93,5017.0,10.97,100.0,93413.63
35982,2022-12-25 07:46:18,1.67,1.11,34.64,0.0,378.0,24.93,2727.0,11.86,100.0,93438.39
16167,2022-12-25 07:48:43,1.67,1.11,34.64,0.0,436.0,24.87,7497.0,11.86,100.0,93438.39
35983,2022-12-25 08:09:19,0.55,1.67,34.64,0.0,377.0,24.87,3361.0,14.15,93.98,93451.69
16168,2022-12-25 08:10:44,0.55,1.67,35.2,0.8,436.0,24.82,9451.0,14.15,93.98,93451.69
35984,2022-12-25 08:32:18,1.11,1.67,34.64,8.0,378.0,24.82,4050.0,20.25,80.71,93485.51
16169,2022-12-25 08:32:44,1.11,1.67,35.2,0.0,437.0,24.77,12494.0,20.25,80.71,93485.51
16170,2022-12-25 08:54:44,1.67,1.67,35.2,1.6,437.0,24.72,13276.0,20.25,80.71,93485.51
35985,2022-12-25 08:55:18,1.67,1.67,34.64,2.4,378.0,24.72,4483.0,22.63,64.43,93506.84
16171,2022-12-25 09:16:44,0.55,1.67,35.2,8.8,439.0,24.69,384.0,22.63,64.43,93506.84
35986,2022-12-25 09:18:19,0.55,1.67,35.2,4.0,379.0,24.69,5288.0,24.79,54.44,93531.22
16172,2022-12-25 09:38:43,1.11,1.67,35.2,6.4,439.0,24.63,384.0,24.79,54.44,93531.22
35987,2022-12-25 09:41:21,1.11,1.67,35.2,6.4,379.0,24.63,4987.0,25.36,52.76,93558.07
16173,2022-12-25 10:00:41,0.55,1.11,34.64,4.0,439.0,24.58,384.0,25.36,52.76,93558.07
35988,2022-12-25 10:04:18,0.55,1.11,34.64,3.2,379.0,24.58,6949.0,25.95,50.59,93545.14
35989,2022-12-25 10:27:19,1.11,1.11,34.64,4.0,380.0,24.58,7500.0,27.54,44.81,93521.61
35990,2022-12-25 10:50:19,1.67,1.11,34.64,2.4,380.0,24.58,6238.0,28.39,41.58,93493.37
16174,2022-12-25 11:06:49,0.55,1.67,35.2,4.8,441.0,24.46,418.0,28.39,41.58,93493.37
35991,2022-12-25 11:13:19,0.55,1.67,34.64,3.2,381.0,24.46,4184.0,28.87,37.57,93446.7
35992,2022-12-25 11:36:21,1.11,1.67,34.64,4.0,381.0,24.46,4104.0,28.65,38.14,93416.75
16175,2022-12-25 11:50:45,1.67,1.67,35.2,3.2,442.0,24.43,3530.0,28.65,38.14,93416.75
35993,2022-12-25 11:59:19,0.55,1.11,34.64,1.6,381.0,24.43,5400.0,28.37,36.49,93389.72
35994,2022-12-25 12:22:20,1.11,1.11,34.64,4.8,381.0,24.43,7618.0,29.44,37.91,93344.07
16176,2022-12-25 12:34:47,1.11,1.67,35.2,3.2,443.0,24.45,10260.0,29.44,37.91,93344.07
35995,2022-12-25 12:45:22,1.67,1.11,34.64,1.6,381.0,24.45,10254.0,30.04,34.77,93309.69
16177,2022-12-25 12:56:45,1.67,1.67,35.2,8.0,444.0,24.49,6572.0,30.04,34.77,93309.69
35996,2022-12-25 13:08:19,0.55,1.67,34.64,4.8,381.0,24.49,3497.0,30.84,33.15,93284.7
16178,2022-12-25 13:18:47,0.55,1.67,35.2,2.4,444.0,24.54,4988.0,30.84,33.15,93284.7
35997,2022-12-25 13:31:19,1.11,1.67,34.64,2.4,381.0,24.54,915.0,31.31,30.34,93262.5
35998,2022-12-25 13:54:19,1.67,1.67,34.64,1.6,381.0,24.54,481.0,31.29,29.64,93243.47
35999,2022-12-25 14:17:20,0.55,1.67,34.64,2.4,381.0,24.54,384.0,31.57,28.18,93205.44
16179,2022-12-25 14:24:46,1.11,1.11,34.64,8.0,446.0,24.78,5405.0,31.57,28.18,93205.44
36000,2022-12-25 14:40:20,1.11,1.67,34.64,2.4,380.0,24.78,384.0,31.71,30.15,93184.49
16180,2022-12-25 14:47:01,1.67,1.11,34.64,0.8,446.0,24.87,5525.0,31.71,30.15,93184.49
36001,2022-12-25 15:03:20,0.55,1.11,34.08,0.8,381.0,24.87,384.0,31.97,28.68,93174.8
36002,2022-12-25 15:26:20,1.11,1.11,34.08,1.6,382.0,24.87,384.0,31.98,27.17,93142.0
16181,2022-12-25 15:30:45,1.11,1.67,35.2,2.4,446.0,25.11,5309.0,31.98,27.17,93142.0
36003,2022-12-25 15:49:20,1.67,1.11,34.08,3.2,382.0,25.11,7965.0,29.54,29.13,93168.12
36004,2022-12-25 16:12:20,0.55,1.67,34.64,0.8,380.0,25.11,7166.0,28.07,31.74,93155.06
36005,2022-12-25 16:35:20,1.11,1.67,34.64,0.0,379.0,25.11,5811.0,27.36,31.23,93162.46
16182,2022-12-25 16:36:45,1.11,1.67,35.2,0.0,445.0,25.47,4574.0,27.36,31.23,93162.46
36006,2022-12-25 16:58:21,1.67,1.67,34.64,0.8,379.0,25.47,4332.0,26.38,32.26,93179.04
16183,2022-12-25 16:58:48,1.67,1.67,35.2,0.0,444.0,25.59,3782.0,26.38,32.26,93179.04
16184,2022-12-25 17:20:46,0.55,1.67,35.2,0.0,442.0,25.69,2909.0,26.38,32.26,93179.04
36007,2022-12-25 17:21:21,0.55,1.67,34.64,0.0,379.0,25.69,5012.0,25.11,37.74,93196.69
16185,2022-12-25 17:42:47,1.11,1.67,35.2,0.0,441.0,25.8,1694.0,25.11,37.74,93196.69
36008,2022-12-25 17:44:23,1.11,1.67,34.64,0.0,379.0,25.8,1493.0,22.19,48.53,93212.97
16186,2022-12-25 18:04:48,0.55,1.11,34.64,0.0,440.0,25.89,325.0,22.19,48.53,93212.97
36009,2022-12-25 18:07:24,0.55,1.11,34.08,0.0,379.0,25.89,189.0,20.11,53.17,93241.27
16187,2022-12-25 18:26:44,1.11,1.11,34.64,0.0,439.0,25.98,4.0,20.11,53.17,93241.27
36010,2022-12-25 18:30:22,1.11,1.11,34.08,0.0,379.0,25.98,5.0,18.92,56.68,93251.17
16188,2022-12-25 18:48:43,1.67,1.11,34.64,0.0,438.0,26.05,1.0,18.92,56.68,93251.17
36011,2022-12-25 18:53:22,1.67,1.11,34.08,0.0,379.0,26.05,4.0,18.18,60.07,93254.37
16189,2022-12-25 19:10:45,0.55,1.67,35.2,0.0,437.0,26.12,1.0,18.18,60.07,93254.37
36012,2022-12-25 19:16:20,0.55,1.67,34.08,0.0,379.0,26.12,4.0,17.93,60.78,93303.65
16190,2022-12-25 19:32:46,1.11,1.67,35.2,0.0,437.0,26.17,1.0,17.93,60.78,93303.65
36013,2022-12-25 19:39:21,1.11,1.67,34.08,0.8,378.0,26.17,3.0,17.94,61.58,93358.31
16191,2022-12-25 19:54:46,1.67,1.67,35.2,0.0,437.0,26.22,1.0,17.94,61.58,93358.31
36014,2022-12-25 20:02:21,0.55,1.11,34.08,0.0,379.0,26.22,4.0,18.14,61.59,93390.09
16192,2022-12-25 20:16:47,0.55,1.67,35.2,0.0,436.0,26.25,1.0,18.14,61.59,93390.09
36015,2022-12-25 20:25:21,1.11,1.11,34.08,0.0,379.0,26.25,3.0,18.21,61.89,93416.11
16193,2022-12-25 20:38:49,1.11,1.67,35.2,0.0,436.0,26.27,1.0,18.21,61.89,93416.11
36016,2022-12-25 20:48:21,1.67,1.11,34.08,0.0,379.0,26.27,3.0,17.76,63.47,93448.65
16194,2022-12-25 21:00:47,0.55,1.11,34.64,0.0,436.0,26.28,1.0,17.76,63.47,93448.65
36017,2022-12-25 21:11:21,0.55,1.67,34.08,0.0,379.0,26.28,3.0,17.8,61.87,93484.15
16195,2022-12-25 21:22:47,1.11,1.11,34.64,3.2,436.0,26.29,1.0,17.8,61.87,93484.15
36018,2022-12-25 21:34:22,1.11,1.67,34.08,1.6,379.0,26.29,3.0,18.51,59.25,93495.76
16196,2022-12-25 21:44:47,1.67,1.11,34.64,2.4,435.0,26.28,1.0,18.51,59.25,93495.76
36019,2022-12-25 21:57:21,1.67,1.67,34.08,0.0,379.0,26.28,2.0,18.47,59.83,93492.07
16197,2022-12-25 22:06:47,0.55,1.67,35.2,1.6,435.0,26.27,1.0,18.47,59.83,93492.07
36020,2022-12-25 22:20:22,0.55,1.67,34.08,0.0,380.0,26.27,3.0,18.26,61.24,93495.31
